eid,pid,probe_name,histology_quality,has_histology_files,tracing_exists,alignment_resolved,alignment_count
288bfbf3-3700-4abe-b6e4-130b5c541e61,7dcd74a9-fc7a-4c3c-85b9-769d869629ec,probe00,alf,True,True,True,3
fc43390d-457e-463a-9fd4-b94a0a8b48f5,3b729602-20d5-4be8-a10e-24bde8fc3092,probe00,alf,True,True,True,3
fc43390d-457e-463a-9fd4-b94a0a8b48f5,89606895-287e-4559-8536-9830b047af34,probe01,alf,True,True,True,2
a405053a-eb13-4aa4-850c-5a337e5dc7fd,450cea3b-9289-4708-9df2-a2518bdc4b59,probe00,alf,True,True,True,2
a405053a-eb13-4aa4-850c-5a337e5dc7fd,afecbc7f-10e3-40af-b091-cca9e8df6108,probe01,alf,True,True,True,2
93ad879a-aa42-4150-83e1-38773c9785e4,9991277b-9e8e-4db8-b8a6-e2c0176ef9ad,probe00,alf,True,True,True,2
93ad879a-aa42-4150-83e1-38773c9785e4,fe41986d-4966-4a77-af7e-e7f71c25aec5,probe01,alf,True,True,True,4
3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,a63a7248-9393-478b-9478-64f421ef5eb8,probe00,alf,True,True,True,3
3d59aa1a-b4ba-47fe-b9cf-741b5fdb0c7b,aeb06797-fddf-4ad2-b0ef-dd1b0f54d034,probe01,alf,True,True,True,2
a2ec6341-c55f-48a0-a23b-0ef2f5b1d71e,5135e93f-2f1f-4301-9532-b5ad62548c49,probe00,alf,True,True,True,2
a2ec6341-c55f-48a0-a23b-0ef2f5b1d71e,6925a312-966c-4e41-b79e-4594da57a2ee,probe01,alf,True,True,True,2
8c025071-c4f3-426c-9aed-f149e8f75b7b,81f35c52-f7bb-4342-8f91-1837a068c045,probe00,alf,True,True,True,2
8c025071-c4f3-426c-9aed-f149e8f75b7b,93a76e52-fed0-494f-8852-2b978f56a8e7,probe01,alf,True,True,True,2
bb8d9451-fdbd-4f46-b52e-9290e8f84d2e,79e56114-a12b-4571-bee3-a5cdd2145ea1,probe00,alf,True,True,True,2
bb8d9451-fdbd-4f46-b52e-9290e8f84d2e,e6749a77-4b65-4186-a47e-63562386cecd,probe01,alf,True,True,True,2
034e726f-b35f-41e0-8d6c-a22cc32391fb,5e84c8e7-236f-4a64-a944-dc4a17c64f1d,probe01,alf,True,True,True,2
034e726f-b35f-41e0-8d6c-a22cc32391fb,8fbfa285-d721-4a1a-8c18-f36652c17909,probe00,alf,True,True,True,2
dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,53b58cc3-8d88-4257-aa63-48da088f2091,probe01,alf,True,True,True,2
fa704052-147e-46f6-b190-a65b837e605e,00a824c0-e060-495f-9ebc-79c82fef4c67,probe00,alf,True,True,True,2
fa704052-147e-46f6-b190-a65b837e605e,7791ee46-5c13-4d1b-8518-5602dcb8666b,probe01,alf,True,True,True,2
46794e05-3f6a-4d35-afb3-9165091a5a74,0ece5c6a-7d1e-4365-893d-ac1cc04f1d7b,probe01,alf,True,True,True,2
7939711b-8b4d-4251-b698-b97c1eaa846e,e070023a-2a5d-4398-ad66-f9ed5d517ad1,probe01,alf,True,True,True,2
b52182e7-39f6-4914-9717-136db589706e,0393f34c-a2bd-4c01-99c9-f6b4ec6e786d,probe00,alf,True,True,True,2
b52182e7-39f6-4914-9717-136db589706e,4762e8ed-4d94-4fd7-9522-e927f5ffca74,probe01,alf,True,True,True,3
2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e,45c49ba2-a113-4446-9c6d-9b049c1f9f74,probe01,alf,True,True,True,2
2d5f6d81-38c4-4bdc-ac3c-302ea4d5f46e,dec6ad00-01c8-4bfd-bcdc-b37c5e0cdb0e,probe00,alf,True,True,True,2
4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,f86e9571-63ff-4116-9c40-aa44d57d2da9,probe00,alf,True,True,True,4
4b7fbad4-f6de-43b4-9b15-c7c7ef44db4b,fd555d39-b728-44aa-90d2-796b8bb58300,probe01,alf,True,True,True,2
c99d53e6-c317-4c53-99ba-070b26673ac4,531423f6-d36d-472b-8234-c8f7b8293f79,probe00,alf,True,True,True,2
d2918f52-8280-43c0-924b-029b2317e62c,2564dc27-4eda-4fc3-a151-c13475796ee1,probe00,alf,True,True,True,3
d839491f-55d8-4cbe-a298-7839208ba12b,ae2b9f1b-ebe3-4b56-8957-31982186e6ec,probe00,alf,True,True,True,2
d839491f-55d8-4cbe-a298-7839208ba12b,c536b0a9-b710-43c3-ba2c-5a0cccf98ec2,probe01,alf,True,True,True,2
ecb5520d-1358-434c-95ec-93687ecd1396,e55266c7-eb05-47bb-b263-1cc08dc3c00c,probe01,alf,True,True,True,3
ecb5520d-1358-434c-95ec-93687ecd1396,f2ee886d-5b9c-4d06-a9be-ee7ae8381114,probe00,alf,True,True,True,2
3663d82b-f197-4e8b-b299-7b803a155b84,04690e35-ab38-41db-982c-50cbdf8d0dd1,probe01,alf,True,True,True,2
3663d82b-f197-4e8b-b299-7b803a155b84,b46e219c-6a87-4a93-9924-1070841381e9,probe00,alf,True,True,True,3
85dc2ebd-8aaf-46b0-9284-a197aee8b16f,df07180e-268e-489c-826e-40cb6f63d3a5,probe00,alf,True,True,True,3
5386aba9-9b97-4557-abcd-abc2da66b863,5810514e-2a86-4a34-b7bd-1e4b0b601295,probe00,alf,True,True,True,2
83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,1841cf1f-725d-499e-ab8e-7f6fc8c308b6,probe01,alf,True,True,True,2
83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,220bca21-4cf8-43f1-a213-71645899c571,probe00,alf,True,True,True,2
4b00df29-3769-43be-bb40-128b1cba6d35,461ecb39-ab58-4a6c-acd7-22da5b4b4b22,probe01,alf,True,True,True,3
4b00df29-3769-43be-bb40-128b1cba6d35,8d59da25-3a9c-44be-8b1a-e27cdd39ca34,probe00,alf,True,True,True,3
12dc8b34-b18e-4cdd-90a9-da134a9be79c,43d4f889-4b05-44df-8306-ea10f854776f,probe00,alf,True,True,True,2
0deb75fb-9088-42d9-b744-012fb8fc4afb,188fe7d5-fd1c-494f-88bc-672d77b9779e,probe00,alf,True,True,True,2
eef82e27-c20e-48da-b4b7-c443031649e3,0ce74616-abf8-47c2-86d9-f821cd25efd3,probe00,alf,True,True,True,2
810b1e07-009e-4ebe-930a-915e4cd8ece4,04db6b9e-a80c-4507-a98e-ad76294ac444,probe01,alf,True,True,True,2
810b1e07-009e-4ebe-930a-915e4cd8ece4,c5fd185f-1c5a-4aad-9795-43c4ccf8ea94,probe00,alf,True,True,True,2
a71175be-d1fd-47a3-aa93-b830ea3634a1,ac680ec5-6f89-4739-9848-9d76fc0e017f,probe00,alf,True,True,True,2
a71175be-d1fd-47a3-aa93-b830ea3634a1,e10a7a75-4740-41d1-82bb-7696ed14c442,probe01,alf,True,True,True,2
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,0eb65305-bb95-4bf1-a154-1b810c0cff25,probe00,alf,True,True,True,2
0cbeae00-e229-4b7d-bdcc-1b0569d7e0c3,f9656eee-141c-453d-a016-4aba68f674dc,probe01,alf,True,True,True,2
f312aaec-3b6f-44b3-86b4-3a0c119c0438,d585f4b5-d154-4666-92c4-eb219f1e0f02,probe01,alf,True,True,True,2
f312aaec-3b6f-44b3-86b4-3a0c119c0438,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,probe00,alf,True,True,True,2
fb70ebf7-8175-42b0-9b7a-7c6e8612226e,5fd00035-89d6-4e7c-bb26-f103388b731d,probe01,alf,True,True,True,2
fb70ebf7-8175-42b0-9b7a-7c6e8612226e,acf04c3f-650a-4de0-b0d0-edf695dd2025,probe00,alf,True,True,True,2
28741f91-c837-4147-939e-918d38d849f2,5458cb27-d065-4626-bcd8-1aa775e1115e,probe01,alf,True,True,True,2
28741f91-c837-4147-939e-918d38d849f2,bf591043-03c2-48bb-9197-e17e85aaeb8f,probe00,alf,True,True,True,3
d2f5a130-b981-4546-8858-c94ae1da75ff,2d2cdf86-4a0c-42d8-aed3-5b187f160013,probe01,alf,True,True,True,2
d2f5a130-b981-4546-8858-c94ae1da75ff,79628a45-c2e3-4206-97df-4c91edaff90f,probe00,alf,True,True,True,2
57b5ae8f-d446-4161-b439-b191c5e3e77b,c42574be-0456-437f-8329-afc5a63b7e78,probe01,alf,True,True,True,2
57b5ae8f-d446-4161-b439-b191c5e3e77b,e88eb9f8-fff3-469a-854d-d16adef19df0,probe00,alf,True,True,True,2
dda5fc59-f09a-4256-9fb5-66c67667a466,69f42a9c-095d-4a25-bca8-61a9869871d3,probe00,alf,True,True,True,2
dda5fc59-f09a-4256-9fb5-66c67667a466,8169d556-f994-4735-b4c8-f7c85ddc39b0,probe01,alf,True,True,True,2
d16a9a8d-5f42-4b49-ba58-1746f807fcc1,5a9f8899-556a-43ea-892d-5e35b969ff38,probe01,alf,True,True,True,2
37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,50f1512d-dd41-4a0c-b3ab-b0564f0424d7,probe01,alf,True,True,True,2
37e96d0b-5b4b-4c6e-9b29-7edbdc94bbd0,f4ff3ff8-19b7-40c7-bf6f-8b577b811ed1,probe00,alf,True,True,True,2
2e6e179c-fccc-4e8f-9448-ce5b6858a183,35897454-8702-4dc4-9865-7f01fa65f355,probe01,alf,True,True,True,2
2e6e179c-fccc-4e8f-9448-ce5b6858a183,9f99bd34-40d4-4aac-ae2b-7bc7f7086ccb,probe00,alf,True,True,True,2
1191f865-b10a-45c8-9c48-24a980fd9402,62a97aee-9f8b-40be-9ea7-f785ede30df8,probe00,alf,True,True,True,2
1191f865-b10a-45c8-9c48-24a980fd9402,e52942b9-62b8-4cbf-9597-d73aea5cdb3e,probe01,alf,True,True,True,2
f10efe41-0dc0-44d0-8f26-5ff68dca23e9,7bc16ab1-1b0d-4f52-9e4b-210106ea344c,probe01,alf,True,True,True,2
f10efe41-0dc0-44d0-8f26-5ff68dca23e9,8d0a5caf-2be2-48c1-bf1a-f538bacd46b4,probe00,alf,True,True,True,2
6364ff7f-6471-415a-ab9e-632a12052690,516b2043-0176-49a3-a986-132b3d02f28a,probe01,alf,True,True,True,2
7be8fec4-406b-4e74-8548-d2885dcc3d5e,44f5caad-c703-4279-866b-0303e57d2a7f,probe00,alf,True,True,True,2
7be8fec4-406b-4e74-8548-d2885dcc3d5e,f74a6b9a-b8a5-4c80-9c30-7dd4cdbb48c0,probe01,alf,True,True,True,2
7dd27c2f-9544-448d-918d-be0f9837b0e0,d3507787-60c8-4cea-a61e-0c708b4361d8,probe00,alf,True,True,True,2
ca4ecb4c-4b60-4723-9b9e-2c54a6290a53,92822789-608f-44a6-ad64-fe549402b2df,probe00,alf,True,True,True,2
004d8fd5-41e7-4f1b-a45b-0d4ad76fe446,d65ab768-bd77-4719-acb9-677abca4e9d8,probe00,alf,True,True,True,2
35eeb752-8f4f-4040-9714-ba0f5b7ccdfe,069c2674-80b0-44b4-a3d9-28337512967f,probe00,alf,True,True,True,2
97c1d08d-57b4-4595-8052-91eb84ebfd74,d7187e4f-7bfe-42b3-9e36-761c76eb6e8f,probe00,alf,True,True,True,2
a1782f4f-86b0-480c-a7f2-3d8f1ab482ab,38e9e5b8-db29-4158-a09d-cc1de4a1365a,probe00,alf,True,True,True,2
3f71aa98-08c6-4e79-b4c8-00eae4f03eff,17fa2600-6349-4b6f-a7e4-d8ea5558fa12,probe00,alf,True,True,True,2
c46b8def-620d-4d70-9397-be5694255f73,06b677d6-b074-4444-bd4a-3235a310e6e0,probe00,alf,True,True,True,2
15b69921-d471-4ded-8814-2adad954bcd8,7a620688-66cb-44d3-b79b-ccac1c8ba23e,probe00,alf,True,True,True,2
11163613-a6c9-4975-9586-84dc00481547,24149f5c-2984-4b48-922b-3cd1452cd4bd,probe00,alf,True,True,True,2
5ae68c54-2897-4d3a-8120-426150704385,a8a59fc3-a658-4db4-b5e8-09f1e4df03fd,probe00,alf,True,True,True,2
a7eba2cf-427f-4df9-879b-e53e962eae18,a759e857-fd8f-4653-a397-c48547230427,probe00,alf,True,True,True,2
ebce500b-c530-47de-8cb1-963c552703ea,8c732bf2-639d-496c-bf82-464bc9c2d54b,probe00,alf,True,True,True,3
d57df551-6dcb-4242-9c72-b806cff5613a,e42e948c-3154-45cb-bf52-408b7cda0f2f,probe00,alf,True,True,True,2
19e66dc9-bf9f-430b-9d6a-acfa85de6fb7,f967a527-257f-404a-871d-b91575dca3b4,probe00,alf,True,True,True,2
824cf03d-4012-4ab1-b499-c83a92c5589e,c07d13ed-e387-4457-8e33-1d16aed3fd92,probe00,alf,True,True,True,2
1f095590-6669-46c9-986b-ccaf0620c5e9,ad256265-03f2-4b4e-954b-0ba0c5cf6707,probe01,alf,True,True,True,2
03d9a098-07bf-4765-88b7-85f8d8f620cc,94e948c1-f7be-4868-893a-f7cd2df3313e,probe00,alf,True,True,True,2
0c828385-6dd6-4842-a702-c5075f5f5e81,3d3d5a5e-df26-43ee-80b6-2d72d85668a5,probe00,alf,True,True,True,2
bb099402-fb31-4cfd-824e-1c97530a0875,b83407f8-8220-46f9-9b90-a4c9f150c572,probe00,alf,True,True,True,2
7f5df7eb-cf36-4589-a20a-14b535441142,0c15a331-09ac-445c-837f-6afb5e377e56,probe00,alf,True,True,True,2
111c1762-7908-47e0-9f40-2f2ee55b6505,27bac116-ea57-4512-ad35-714a62d259cd,probe00,alf,True,True,True,4
111c1762-7908-47e0-9f40-2f2ee55b6505,eebcaf65-7fa4-4118-869d-a084e84530e2,probe01,alf,True,True,True,2
5455a21c-1be7-4cae-ae8e-8853a8d5f55e,e96cbd77-5fdf-4a35-81f4-4a6361bded65,probe00,alf,True,True,True,2
32d27583-56aa-4510-bc03-669036edad20,2e720cee-05cc-440e-a24b-13794b1ac01d,probe00,alf,True,True,True,2
8a3a0197-b40a-449f-be55-c00b23253bbf,a94a0023-d461-49fa-8cc6-032237039c27,probe01,alf,True,True,True,2
8a3a0197-b40a-449f-be55-c00b23253bbf,f9d8aacd-b2a0-49f2-bd71-c2f5aadcfdd1,probe00,alf,True,True,True,2
ebc9392c-1ecb-4b4b-a545-4e3d70d23611,6358854e-51d2-47de-a278-5cbfd155feb6,probe00,alf,True,True,True,2
19b44992-d527-4a12-8bda-aa11379cb08c,c872ca65-8319-4901-856e-7dc507e2dd9c,probe00,alf,True,True,True,2
19b44992-d527-4a12-8bda-aa11379cb08c,f083fcd5-e456-433d-8aa5-6ace0a7ac170,probe01,alf,True,True,True,2
3537d970-f515-4786-853f-23de525e110f,501ab543-9d02-4085-956d-22b9b3eeb543,probe00,alf,True,True,True,2
6f36868f-5cc1-450c-82fa-6b9829ce0cfe,54455bff-7afd-4a16-835f-f79b7c30bae9,probe00,alf,True,True,True,2
6f36868f-5cc1-450c-82fa-6b9829ce0cfe,7c94d733-b913-4064-83f2-37422712204c,probe01,alf,True,True,True,2
f99ac31f-171b-4208-a55d-5644c0ad51c3,6ad5a0a6-362a-4aec-8743-2e91469b0b62,probe00,alf,True,True,True,2
f99ac31f-171b-4208-a55d-5644c0ad51c3,6e61f777-90b9-4656-af30-9ed54d426c5a,probe01,alf,True,True,True,2
e2b845a1-e313-4a08-bc61-a5f662ed295e,80f6ffdd-f692-450f-ab19-cd6d45bfd73e,probe00,alf,True,True,True,2
e2b845a1-e313-4a08-bc61-a5f662ed295e,ac839451-05bc-493e-b167-558b2b195baa,probe01,alf,True,True,True,2
2bdf206a-820f-402f-920a-9e86cd5388a4,02cc03e4-8015-4050-bb42-6c832091febb,probe00,alf,True,True,True,3
2bdf206a-820f-402f-920a-9e86cd5388a4,afe87fbb-3a17-461f-b333-e22903f1d70d,probe01,alf,True,True,True,2
fa8ad50d-76f2-45fa-a52f-08fe3d942345,e05af01e-8721-4ec7-8d0f-dc022b3bebc3,probe00,alf,True,True,True,2
8d316998-28c3-4265-b029-e2ca82375b2f,5245b505-d0e7-4942-94d1-b33a084fab03,probe00,alf,True,True,True,2
bda2faf5-9563-4940-a80f-ce444259e47b,29418b18-4db6-436f-a85e-b0f1d38d2e62,probe00,alf,True,True,True,2
91bac580-76ed-41ab-ac07-89051f8d7f6e,6d9b6393-6729-4a15-ad08-c6838842a074,probe00,alf,True,True,True,2
23c75e0b-05d8-452e-8efb-a3687ab94079,c64201ea-262e-45fe-8f41-5a074780cd59,probe00,alf,True,True,True,2
dc962048-89bb-4e6a-96a9-b062a2be1426,53b3a7c6-ae42-49da-b69c-69e55a43a427,probe01,alf,True,True,True,2
dc962048-89bb-4e6a-96a9-b062a2be1426,ee3345e6-540d-4cea-9e4a-7f1b2fb9a4e4,probe00,alf,True,True,True,2
0841d188-8ef2-4f20-9828-76a94d5343a4,c6e294f7-5421-4697-8618-8ccc9b0269f6,probe00,alf,True,True,True,2
0841d188-8ef2-4f20-9828-76a94d5343a4,dd75e810-a399-4364-9d4a-517312cf3010,probe01,alf,True,True,True,2
8a1cf4ef-06e3-4c72-9bc7-e1baa189841b,5544da75-8d34-47cb-9092-1f91e713e79c,probe01,alf,True,True,True,2
8a1cf4ef-06e3-4c72-9bc7-e1baa189841b,5e8ac11b-959a-49ab-a6a3-8a3397e1df0e,probe00,alf,True,True,True,2
687017d4-c9fc-458f-a7d5-0979fe1a7470,f68d9f26-ac40-4c67-9cbf-9ad1851292f7,probe00,alf,True,True,True,2
16693458-0801-4d35-a3f1-9115c7e5acfd,53ecbf4f-e0d8-4fe6-a852-8b934a37a1c2,probe00,alf,True,True,True,2
16693458-0801-4d35-a3f1-9115c7e5acfd,b543e81e-4c8f-415e-82ec-631b177d19d2,probe01,alf,True,True,True,3
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,probe00,alf,True,True,True,2
e1931de1-cf7b-49af-af33-2ade15e8abe7,fe2d6fc9-b0c4-4256-b427-9c06950da925,probe01,alf,True,True,True,2
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,probe00,alf,True,True,True,2
6cf2a88a-515b-4f7f-89a2-7d53eab9b5f4,31811232-52ef-456c-9772-5021c00b2bc9,probe00,alf,True,True,True,2
6cf2a88a-515b-4f7f-89a2-7d53eab9b5f4,fa539f97-a078-4fc6-9a12-237799466d9c,probe01,alf,True,True,True,3
16c3667b-e0ea-43fb-9ad4-8dcd1e6c40e1,c0c3bcca-6a79-47ef-becb-b1a157a3f2cb,probe00,alf,True,True,True,2
16c3667b-e0ea-43fb-9ad4-8dcd1e6c40e1,d595ee58-75bb-4df3-96de-d9b4f4d1f6ab,probe01,alf,True,True,True,2
dd87e278-999d-478b-8cbd-b5bf92b84763,15a2a63f-739d-4eb0-ab8f-fc95b6299b68,probe01,alf,True,True,True,2
dd87e278-999d-478b-8cbd-b5bf92b84763,46448da7-ad7b-4ca8-b3ab-2d1d47439cbf,probe00,alf,True,True,True,3
15f742e1-1043-45c9-9504-f1e8a53c1744,3675290c-8134-4598-b924-83edb7940269,probe00,alf,True,True,True,2
15f742e1-1043-45c9-9504-f1e8a53c1744,82765a73-2a03-42ca-ba98-194247caa62e,probe01,alf,True,True,True,4
a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,adca9242-0725-41d4-8eb1-5655a464431d,probe01,alf,True,True,True,2
a4000c2f-fa75-4b3e-8f06-a7cf599b87ad,e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,probe00,alf,True,True,True,2
cc45c568-c3b9-4f74-836e-c87762e898c8,6a22a5b4-79ec-4b3c-b023-1ec7b4a2b675,probe01,alf,True,True,True,2
cc45c568-c3b9-4f74-836e-c87762e898c8,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,probe00,alf,True,True,True,2
